student_track_id,student_id,track_name,date_enrolled,date_completed,track_completed,days_for_completion,completion_bucket
2,3817,"Business Analyst",2022-04-21,NULL,0,NULL,NULL
1,3824,"Business Analyst",2022-10-17,NULL,0,NULL,NULL
1,3830,"Data Scientist",2022-05-04,NULL,0,NULL,NULL
1,3852,"Data Analyst",2022-03-13,NULL,0,NULL,NULL
1,3856,"Data Analyst",2022-02-12,NULL,0,NULL,NULL
1,3862,"Data Analyst",2022-01-12,NULL,0,NULL,NULL
1,3875,"Data Scientist",2022-06-25,NULL,0,NULL,NULL
1,3887,"Data Analyst",2022-01-28,NULL,0,NULL,NULL
1,3938,"Data Analyst",2022-10-03,NULL,0,NULL,NULL
1,4011,"Data Scientist",2022-04-02,NULL,0,NULL,NULL
1,4059,"Data Scientist",2022-02-14,NULL,0,NULL,NULL
1,4078,"Data Scientist",2022-06-29,NULL,0,NULL,NULL
1,4107,"Data Analyst",2022-03-24,NULL,0,NULL,NULL
1,4141,"Data Analyst",2022-01-13,NULL,0,NULL,NULL
2,4141,"Business Analyst",2022-01-13,NULL,0,NULL,NULL
1,4194,"Data Analyst",2022-05-16,NULL,0,NULL,NULL
1,4205,"Data Analyst",2022-04-03,NULL,0,NULL,NULL
1,4232,"Business Analyst",2022-08-15,NULL,0,NULL,NULL
1,4242,"Data Scientist",2022-02-01,NULL,0,NULL,NULL
2,4242,"Data Analyst",2022-03-25,NULL,0,NULL,NULL
3,4242,"Business Analyst",2022-07-09,NULL,0,NULL,NULL
1,4266,"Data Analyst",2022-01-19,NULL,0,NULL,NULL
2,4266,"Business Analyst",2022-06-15,NULL,0,NULL,NULL
1,4336,"Data Scientist",2022-03-04,NULL,0,NULL,NULL
1,4371,"Data Scientist",2022-06-12,NULL,0,NULL,NULL
1,4392,"Data Analyst",2022-05-30,NULL,0,NULL,NULL
1,4404,"Business Analyst",2022-09-17,NULL,0,NULL,NULL
1,4408,"Data Analyst",2022-01-04,NULL,0,NULL,NULL
2,4408,"Business Analyst",2022-01-04,NULL,0,NULL,NULL
1,4430,"Data Analyst",2022-07-22,NULL,0,NULL,NULL
1,4441,"Business Analyst",2022-09-11,NULL,0,NULL,NULL
1,4514,"Data Analyst",2022-06-19,NULL,0,NULL,NULL
1,4558,"Data Scientist",2022-04-06,NULL,0,NULL,NULL
2,4558,"Data Analyst",2022-04-06,NULL,0,NULL,NULL
3,4558,"Business Analyst",2022-04-06,NULL,0,NULL,NULL
1,4658,"Data Scientist",2022-08-30,NULL,0,NULL,NULL
1,4691,"Data Analyst",2022-05-04,NULL,0,NULL,NULL
2,4691,"Business Analyst",2022-05-04,NULL,0,NULL,NULL
1,4696,"Data Scientist",2022-02-22,NULL,0,NULL,NULL
1,4763,"Data Analyst",2022-08-17,NULL,0,NULL,NULL
1,4874,"Data Analyst",2022-05-14,NULL,0,NULL,NULL
2,4874,"Business Analyst",2022-05-20,NULL,0,NULL,NULL
1,4884,"Data Analyst",2022-02-18,NULL,0,NULL,NULL
1,5016,"Data Analyst",2022-07-28,NULL,0,NULL,NULL
1,5080,"Data Analyst",2022-06-18,NULL,0,NULL,NULL
1,5142,"Data Scientist",2022-05-20,NULL,0,NULL,NULL
1,5221,"Data Analyst",2022-06-10,NULL,0,NULL,NULL
1,5253,"Data Scientist",2022-02-01,NULL,0,NULL,NULL
1,5334,"Data Scientist",2022-06-02,NULL,0,NULL,NULL
1,5389,"Data Scientist",2022-02-15,NULL,0,NULL,NULL
1,5583,"Data Scientist",2022-06-22,NULL,0,NULL,NULL
2,5583,"Data Analyst",2022-07-13,NULL,0,NULL,NULL
1,5691,"Data Analyst",2022-06-28,NULL,0,NULL,NULL
1,5827,"Data Scientist",2022-04-30,NULL,0,NULL,NULL
2,5827,"Data Analyst",2022-02-13,2022-04-30,1,76,"61 to 90 days"
1,5836,"Business Analyst",2022-01-15,NULL,0,NULL,NULL
1,5944,"Data Scientist",2022-06-02,NULL,0,NULL,NULL
1,5974,"Data Analyst",2022-01-03,2022-01-23,1,20,"8 to 30 days"
1,6011,"Data Scientist",2022-03-20,NULL,0,NULL,NULL
1,6053,"Data Analyst",2022-05-21,2022-12-15,1,208,"91 to 365 days"
1,6063,"Data Analyst",2022-01-23,NULL,0,NULL,NULL
1,6164,"Data Scientist",2022-09-19,NULL,0,NULL,NULL
2,6164,"Data Analyst",2022-05-30,NULL,0,NULL,NULL
1,6165,"Data Scientist",2022-06-05,NULL,0,NULL,NULL
2,6165,"Data Analyst",2022-06-05,NULL,0,NULL,NULL
1,6239,"Data Analyst",2022-08-09,NULL,0,NULL,NULL
1,6363,"Data Scientist",2022-01-24,NULL,0,NULL,NULL
1,6426,"Business Analyst",2022-02-24,NULL,0,NULL,NULL
1,6448,"Data Scientist",2022-06-20,NULL,0,NULL,NULL
2,6448,"Business Analyst",2022-03-06,NULL,0,NULL,NULL
1,6547,"Data Analyst",2022-02-07,NULL,0,NULL,NULL
1,6588,"Data Analyst",2022-03-01,NULL,0,NULL,NULL
1,6589,"Data Analyst",2022-03-20,NULL,0,NULL,NULL
1,6618,"Data Scientist",2022-03-17,NULL,0,NULL,NULL
2,6618,"Data Analyst",2022-03-02,NULL,0,NULL,NULL
1,6657,"Data Scientist",2022-06-19,NULL,0,NULL,NULL
1,6723,"Data Scientist",2022-07-20,NULL,0,NULL,NULL
1,6773,"Data Scientist",2022-06-11,NULL,0,NULL,NULL
2,6773,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
1,6787,"Data Analyst",2022-01-15,NULL,0,NULL,NULL
1,6808,"Business Analyst",2022-10-19,NULL,0,NULL,NULL
1,6862,"Data Analyst",2022-03-03,NULL,0,NULL,NULL
1,6930,"Data Scientist",2022-01-04,NULL,0,NULL,NULL
2,6930,"Data Analyst",2022-01-04,NULL,0,NULL,NULL
1,6932,"Business Analyst",2022-03-30,NULL,0,NULL,NULL
1,6971,"Data Scientist",2022-08-15,NULL,0,NULL,NULL
1,7037,"Business Analyst",2022-04-14,NULL,0,NULL,NULL
1,7069,"Data Analyst",2022-01-19,NULL,0,NULL,NULL
1,7099,"Data Analyst",2022-08-08,NULL,0,NULL,NULL
1,7217,"Data Scientist",2022-06-29,NULL,0,NULL,NULL
1,7291,"Business Analyst",2022-03-08,NULL,0,NULL,NULL
1,7325,"Business Analyst",2022-01-19,NULL,0,NULL,NULL
1,7329,"Data Scientist",2022-01-27,NULL,0,NULL,NULL
1,7331,"Data Scientist",2022-01-15,NULL,0,NULL,NULL
2,7331,"Data Analyst",2022-07-20,NULL,0,NULL,NULL
1,7343,"Data Scientist",2022-01-23,NULL,0,NULL,NULL
1,7432,"Data Scientist",2022-02-16,NULL,0,NULL,NULL
1,7521,"Data Scientist",2022-04-08,NULL,0,NULL,NULL
1,7548,"Data Analyst",2022-04-15,NULL,0,NULL,NULL
2,7548,"Business Analyst",2022-04-15,NULL,0,NULL,NULL
1,7642,"Data Analyst",2022-01-19,NULL,0,NULL,NULL
1,7684,"Data Scientist",2022-02-16,NULL,0,NULL,NULL
1,7955,"Data Analyst",2022-05-27,NULL,0,NULL,NULL
1,7962,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
1,7978,"Data Scientist",2022-07-23,NULL,0,NULL,NULL
2,7978,"Data Analyst",2022-07-23,NULL,0,NULL,NULL
3,7978,"Business Analyst",2022-07-23,NULL,0,NULL,NULL
1,7999,"Data Scientist",2022-01-04,NULL,0,NULL,NULL
1,8161,"Data Scientist",2022-09-20,NULL,0,NULL,NULL
1,8188,"Data Scientist",2022-05-18,NULL,0,NULL,NULL
1,8191,"Data Analyst",2022-07-11,NULL,0,NULL,NULL
1,8194,"Data Scientist",2022-06-07,NULL,0,NULL,NULL
1,8260,"Business Analyst",2022-01-05,NULL,0,NULL,NULL
1,8431,"Data Analyst",2022-02-15,NULL,0,NULL,NULL
2,8431,"Business Analyst",2022-05-02,NULL,0,NULL,NULL
1,8495,"Data Scientist",2022-04-10,NULL,0,NULL,NULL
2,8495,"Data Analyst",2022-04-09,NULL,0,NULL,NULL
3,8495,"Business Analyst",2022-01-10,NULL,0,NULL,NULL
1,8544,"Data Scientist",2022-06-25,NULL,0,NULL,NULL
1,8567,"Data Analyst",2022-09-07,NULL,0,NULL,NULL
1,8572,"Data Scientist",2022-07-27,NULL,0,NULL,NULL
1,8594,"Data Scientist",2022-01-25,NULL,0,NULL,NULL
1,8641,"Data Analyst",2022-06-25,NULL,0,NULL,NULL
1,9055,"Data Analyst",2022-08-05,NULL,0,NULL,NULL
1,9061,"Data Scientist",2022-08-22,NULL,0,NULL,NULL
1,9108,"Data Analyst",2022-04-23,NULL,0,NULL,NULL
1,9169,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
1,9170,"Data Scientist",2022-09-27,NULL,0,NULL,NULL
1,9268,"Data Analyst",2022-06-19,NULL,0,NULL,NULL
1,9305,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
1,9409,"Data Analyst",2022-01-17,NULL,0,NULL,NULL
1,9500,"Data Analyst",2022-03-08,NULL,0,NULL,NULL
1,9558,"Data Analyst",2022-01-06,NULL,0,NULL,NULL
1,9561,"Data Analyst",2022-02-10,NULL,0,NULL,NULL
1,9653,"Data Analyst",2022-02-09,NULL,0,NULL,NULL
1,9754,"Data Analyst",2022-03-20,NULL,0,NULL,NULL
2,9754,"Business Analyst",2022-01-08,NULL,0,NULL,NULL
1,9771,"Data Analyst",2022-03-21,NULL,0,NULL,NULL
2,9771,"Business Analyst",2022-05-20,NULL,0,NULL,NULL
1,9808,"Data Scientist",2022-05-26,NULL,0,NULL,NULL
1,10009,"Data Analyst",2022-02-24,NULL,0,NULL,NULL
1,10016,"Data Analyst",2022-08-15,NULL,0,NULL,NULL
1,10051,"Data Scientist",2022-06-05,NULL,0,NULL,NULL
1,10149,"Business Analyst",2022-08-11,NULL,0,NULL,NULL
1,10218,"Data Scientist",2022-06-23,NULL,0,NULL,NULL
1,10299,"Data Analyst",2022-03-31,NULL,0,NULL,NULL
1,10422,"Data Analyst",2022-02-14,NULL,0,NULL,NULL
1,10549,"Data Analyst",2022-01-17,2023-05-14,1,482,"366+ days"
1,10631,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
1,10790,"Data Analyst",2022-03-12,NULL,0,NULL,NULL
1,10827,"Data Scientist",2022-09-08,NULL,0,NULL,NULL
1,10966,"Data Analyst",2022-03-25,NULL,0,NULL,NULL
1,11002,"Data Analyst",2022-08-04,NULL,0,NULL,NULL
1,11119,"Data Analyst",2022-04-28,NULL,0,NULL,NULL
1,11209,"Data Analyst",2022-06-29,NULL,0,NULL,NULL
1,11215,"Data Analyst",2022-05-16,NULL,0,NULL,NULL
1,11250,"Data Scientist",2022-04-03,NULL,0,NULL,NULL
2,11250,"Data Analyst",2022-04-03,NULL,0,NULL,NULL
3,11250,"Business Analyst",2022-04-03,NULL,0,NULL,NULL
1,11357,"Data Scientist",2022-03-20,NULL,0,NULL,NULL
1,11361,"Data Scientist",2022-03-29,NULL,0,NULL,NULL
1,11418,"Data Scientist",2022-08-04,NULL,0,NULL,NULL
2,11418,"Data Analyst",2022-08-04,NULL,0,NULL,NULL
1,11599,"Data Analyst",2022-01-10,NULL,0,NULL,NULL
1,11630,"Data Analyst",2022-01-16,NULL,0,NULL,NULL
1,11711,"Data Analyst",2022-04-24,NULL,0,NULL,NULL
1,11888,"Data Scientist",2022-01-06,NULL,0,NULL,NULL
1,11990,"Data Scientist",2022-04-20,NULL,0,NULL,NULL
2,11990,"Data Analyst",2022-04-20,NULL,0,NULL,NULL
3,11990,"Business Analyst",2022-04-20,NULL,0,NULL,NULL
1,12234,"Data Analyst",2022-02-15,NULL,0,NULL,NULL
1,12270,"Data Analyst",2022-03-21,NULL,0,NULL,NULL
1,12279,"Data Scientist",2022-06-05,NULL,0,NULL,NULL
2,12279,"Data Analyst",2022-06-05,NULL,0,NULL,NULL
3,12279,"Business Analyst",2022-08-31,NULL,0,NULL,NULL
1,12488,"Data Analyst",2022-08-26,NULL,0,NULL,NULL
1,12491,"Data Scientist",2022-01-20,NULL,0,NULL,NULL
1,12496,"Data Analyst",2022-07-29,NULL,0,NULL,NULL
1,12532,"Business Analyst",2022-03-07,NULL,0,NULL,NULL
1,12598,"Data Scientist",2022-08-03,NULL,0,NULL,NULL
1,12623,"Data Analyst",2022-01-19,2022-07-06,1,168,"91 to 365 days"
1,12786,"Data Analyst",2022-03-31,NULL,0,NULL,NULL
1,12816,"Business Analyst",2022-03-31,NULL,0,NULL,NULL
1,12897,"Data Analyst",2022-03-27,NULL,0,NULL,NULL
1,13073,"Business Analyst",2022-10-06,NULL,0,NULL,NULL
1,13114,"Data Scientist",2022-06-15,NULL,0,NULL,NULL
1,13180,"Data Analyst",2022-05-24,NULL,0,NULL,NULL
1,13182,"Data Analyst",2022-01-26,NULL,0,NULL,NULL
1,13296,"Data Scientist",2022-05-09,NULL,0,NULL,NULL
1,13538,"Data Analyst",2022-01-07,NULL,0,NULL,NULL
1,13595,"Data Analyst",2022-01-18,NULL,0,NULL,NULL
2,13595,"Business Analyst",2022-01-18,NULL,0,NULL,NULL
1,13621,"Data Analyst",2022-08-09,NULL,0,NULL,NULL
1,13656,"Data Scientist",2022-04-08,NULL,0,NULL,NULL
1,13832,"Data Analyst",2022-03-06,NULL,0,NULL,NULL
1,13973,"Data Scientist",2022-06-15,NULL,0,NULL,NULL
1,14000,"Data Analyst",2022-08-15,NULL,0,NULL,NULL
1,14010,"Data Analyst",2022-02-05,NULL,0,NULL,NULL
1,14091,"Data Analyst",2022-04-28,NULL,0,NULL,NULL
1,14216,"Business Analyst",2022-06-18,NULL,0,NULL,NULL
1,14299,"Data Analyst",2022-02-19,NULL,0,NULL,NULL
1,14344,"Data Scientist",2022-05-30,NULL,0,NULL,NULL
1,14357,"Data Scientist",2022-09-20,NULL,0,NULL,NULL
1,14383,"Data Scientist",2022-01-27,NULL,0,NULL,NULL
2,14383,"Business Analyst",2022-05-18,NULL,0,NULL,NULL
1,14700,"Data Analyst",2022-05-05,NULL,0,NULL,NULL
2,14700,"Business Analyst",2022-05-05,NULL,0,NULL,NULL
1,14702,"Data Scientist",2022-01-24,NULL,0,NULL,NULL
1,14703,"Data Scientist",2022-09-19,NULL,0,NULL,NULL
1,14975,"Data Scientist",2022-03-09,NULL,0,NULL,NULL
1,14987,"Data Analyst",2022-03-18,NULL,0,NULL,NULL
1,15150,"Data Analyst",2022-04-20,NULL,0,NULL,NULL
1,15328,"Data Scientist",2022-01-06,NULL,0,NULL,NULL
2,15328,"Business Analyst",2022-01-06,NULL,0,NULL,NULL
1,15415,"Data Analyst",2022-01-02,NULL,0,NULL,NULL
2,15415,"Business Analyst",2022-01-02,NULL,0,NULL,NULL
1,15473,"Data Scientist",2022-02-14,NULL,0,NULL,NULL
2,15473,"Business Analyst",2022-02-23,NULL,0,NULL,NULL
1,15478,"Data Scientist",2022-08-14,NULL,0,NULL,NULL
1,15708,"Data Scientist",2022-07-24,NULL,0,NULL,NULL
1,15743,"Data Analyst",2022-04-25,NULL,0,NULL,NULL
1,15837,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
1,16158,"Data Analyst",2022-06-06,NULL,0,NULL,NULL
1,16647,"Data Scientist",2022-10-15,NULL,0,NULL,NULL
2,16647,"Data Analyst",2022-10-15,NULL,0,NULL,NULL
1,16668,"Data Scientist",2022-10-16,NULL,0,NULL,NULL
2,16668,"Business Analyst",2022-10-16,NULL,0,NULL,NULL
1,16796,"Data Scientist",2022-05-26,NULL,0,NULL,NULL
2,16796,"Data Analyst",2022-05-29,NULL,0,NULL,NULL
1,16915,"Data Scientist",2022-03-23,NULL,0,NULL,NULL
1,17073,"Data Scientist",2022-09-15,NULL,0,NULL,NULL
1,17175,"Data Scientist",2022-07-08,NULL,0,NULL,NULL
1,17342,"Data Scientist",2022-03-27,NULL,0,NULL,NULL
2,17342,"Data Analyst",2022-04-15,NULL,0,NULL,NULL
1,17358,"Business Analyst",2022-08-21,NULL,0,NULL,NULL
1,17419,"Data Analyst",2022-05-31,2023-01-29,1,243,"91 to 365 days"
1,17562,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
2,17562,"Business Analyst",2022-09-20,NULL,0,NULL,NULL
1,17613,"Data Scientist",2022-05-18,NULL,0,NULL,NULL
1,17771,"Data Analyst",2022-01-06,NULL,0,NULL,NULL
1,17774,"Data Analyst",2022-03-20,NULL,0,NULL,NULL
1,17780,"Data Scientist",2022-05-05,NULL,0,NULL,NULL
1,18288,"Data Scientist",2022-10-18,NULL,0,NULL,NULL
2,18288,"Data Analyst",2022-10-18,NULL,0,NULL,NULL
3,18288,"Business Analyst",2022-10-18,NULL,0,NULL,NULL
1,18510,"Data Analyst",2022-08-18,NULL,0,NULL,NULL
1,18606,"Data Analyst",2022-01-07,NULL,0,NULL,NULL
1,18687,"Data Scientist",2022-08-18,NULL,0,NULL,NULL
1,18757,"Data Analyst",2022-08-19,NULL,0,NULL,NULL
